provincia,municipi,poblacio,marca,direccio,horari,gasoleo_a,gasolina_95,url
barcelona,canyelles,CANYELLES,SPAROIL,CARRETERA VILAFRANCA KM. 45,L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-sparoil-carretera-vilafranca-km.-45-en-el-municipio-canyelles
barcelona,canyelles,CANYELLES,MOEVE,"CARRETERA C-31 KM. 6,101",L-D: 06:00-22:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-moeve-carretera-c-31-km.-6101-en-el-municipio-canyelles
barcelona,puig-reig,COLONIA VIDAL,BALLUS BAIXCOST,"POLIGONO CAL VIDAL PARCEL-LA, 18",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-ballus-baixcost-poligono-cal-vidal-parcel-la-18-en-el-municipio-puig-reig
barcelona,papiol-el,PAPIOL (EL),PETROCAT,"CALLE MONTURIOL ESQUINA C/ FORQUES, S/N",L-D: 06:00-22:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-petrocat-calle-monturiol-esquina-c-forques-sn-en-el-municipio-papiol-el
barcelona,torre-de-claramunt-la,CA L'ANTON,PETRONOR,"CARRER VILANOVA IGUALADA, 8,3",L-D: 06:00-22:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-petronor-carrer-vilanova-igualada-83-en-el-municipio-torre-de-claramunt-la
barcelona,pont-de-vilomara-i-rocafort-el,PONT VILOMARA I ROCAFORT,LOW COST FUEL,"CALLE DE LES FONTS, 7",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-low-cost-fuel-calle-de-les-fonts-7-en-el-municipio-pont-de-vilomara-i-rocafort-el
barcelona,balenya,BALENYA,ESTACIO DE SERVEIS BALENYA,POL. IND. LA BOBILA PARC 1,L-D: 7:00-21:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-estacio-de-serveis-balenya-pol.-ind.-la-bobila-parc-1-en-el-municipio-balenya
barcelona,odena,ODENA,BONAREA,"POLIGONO PLA DE LES GAVARRERES AV. MADRID, 44",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-bonarea-poligono-pla-de-les-gavarreres-av.-madrid-44-en-el-municipio-odena
barcelona,odena,ODENA,PETRONOR,CARRETERA N-2 KM. 555,L-D: 06:00-22:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-petronor-carretera-n-2-km.-555-en-el-municipio-odena
barcelona,odena,ODENA,PLENERGY,"CARRER C-244, PK 0,05",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-plenergy-carrer-c-244-pk-005-en-el-municipio-odena
barcelona,castellbell-i-el-vilar,CASTELLBELL I EL VILAR,REPSOL,"CARRETERA C-55 KM. 17,1",L-D: 06:00-22:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-repsol-carretera-c-55-km.-171-en-el-municipio-castellbell-i-el-vilar
barcelona,castellbell-i-el-vilar,CASTELLBELL I EL VILAR,REPSOL,"CARRETERA CR CM-1411 ABRERA-BELLVER KM. 17,1",L-D: 06:00-22:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-repsol-carretera-cr-cm-1411-abrera-bellver-km.-171-en-el-municipio-castellbell-i-el-vilar
barcelona,olerdola,OLÈRDOLA,CARREFOUR,"AVENIDA BARCELONA, S/N",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-carrefour-avenida-barcelona-sn-en-el-municipio-olerdola
barcelona,olerdola,OLÈRDOLA,PETROCAT DIRECTE,"CARRETERA C-15 KM. 11,5",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-petrocat-directe-carretera-c-15-km.-115-en-el-municipio-olerdola
barcelona,olerdola,OLÈRDOLA,PETROCAT DIRECTE,"CARRETERA C-15 KM. 11,5",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-petrocat-directe-carretera-c-15-km.-115-en-el-municipio-olerdola
barcelona,olerdola,OLÈRDOLA,Q8,"POLIGONO CTRA.N-340 SORTIDA 30 -POL.IND.CLOT DE MOJA, S/N",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-q8-poligono-ctra.n-340-sortida-30--pol.ind.clot-de-moja-sn-en-el-municipio-olerdola
barcelona,olerdola,SANT PERE MOLANTA,LACICAR,SANT MIQUEL D'OLERDOLA (P. I. SANT PERE MOLANTA),L-V: 08:00-13:00 y 15:00-20:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-lacicar-sant-miquel-dolerdola-p.-i.--sant-pere-molanta-en-el-municipio-olerdola
barcelona,seva,SANT MIQUEL DE BALENYA,BONAREA,"CARRETERA BV-5303 KM. 3,950",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-bonarea-carretera-bv-5303-km.-3950-en-el-municipio-seva
barcelona,seva,SEVA,BLANCA,"CARRETERA BV-5303 KM. 8,2",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-blanca-carretera-bv-5303-km.-82-en-el-municipio-seva
barcelona,calaf,CALAF,(SIN RÓTULO),"CARRETERA MANRESA A ST. GUIM, KM. 32,400",L-V: 07:00-21:30; S: 08:00-14:00 y 17:00-21:30; D: 09:00-14:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-sin-rotulo-carretera-manresa-a-st.-guim-km.-32400-en-el-municipio-calaf
barcelona,calaf,CALAF,BONAREA,"POLIG. IND. LES GARRIGUES, 24, C. BON AREA",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-bonarea-polig.-ind.-les-garrigues-24-c.-bon-area-en-el-municipio-calaf
barcelona,balsareny,BALSARENY,PETROBAGES S.L.,"AVENIDA INDUSTRIA,",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-petrobages-s.l.-avenida-industria--en-el-municipio-balsareny
barcelona,santa-susanna,CAN TORRENT-ALTA MARESMA-CAN GELAT,PETROPRIX,"CAMINO PERAFITA, S/N",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-petroprix-camino-perafita-sn-en-el-municipio-santa-susanna
barcelona,santa-susanna,SANTA SUSANNA,BENZINERA SANTA SUSANNA,CARRETERA HORTA SANT CRIST KM. 0,L-D: 06:00-22:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-benzinera-santa-susanna-carretera-horta-sant-crist-km.-0-en-el-municipio-santa-susanna
barcelona,santa-susanna,SANTA SUSANNA,CARREFOUR,"POLIGONO POLÍGONO 1 DE LA RIERA , PARCELAS FR6-FR7, S/N",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-carrefour-poligono-poligono-1-de-la-riera--parcelas--fr6-fr7-sn-en-el-municipio-santa-susanna
barcelona,masies-de-voltrega-les,MASIES DE VOLTREGA (LES),PETROVOLTREGÀ,"CALLE ONZE DE SETEMBRE, 34",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-petrovoltrega-calle-onze-de-setembre-34-en-el-municipio-masies-de-voltrega-les
barcelona,masies-de-voltrega-les,MASIES DE VOLTREGA (LES),GALP,CARRETERA TER KM. S/N,L-D: 06:00-22:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-galp-carretera-ter-km.-sn-en-el-municipio-masies-de-voltrega-les
barcelona,sant-salvador-de-guardiola,SANT SALVADOR GUARDIOLA,REPSOL,"CARRETERA C-37 KM. 78,48",L-D: 06:00-22:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-repsol-carretera-c-37-km.-7848-en-el-municipio-sant-salvador-de-guardiola
barcelona,subirats,SUBIRATS,AMAT OIL,"CALLE LA CREU TRENCADA, 1",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-amat-oil-calle-la-creu-trencada-1-en-el-municipio-subirats
barcelona,palma-de-cervello-la,PALMA DE CERVELLO,REPSOL,AVENIDA CATALUÑA 135-137,L-D: 06:00-22:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-repsol-avenida-catalua-135-137-en-el-municipio-palma-de-cervello-la
barcelona,vallgorguina,VALLGORGUINA,CEPSA,CARRETERA C-61 KM. 11,L: 06:30-22:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-cepsa-carretera-c-61-km.-11-en-el-municipio-vallgorguina
barcelona,prats-de-lluanes,PRATS DE LLUÇANES,ESTACIO SERVEI LLUÇANÈS,"AVINGUDA POMPEU FABRA, 3",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-estacio-servei-lluanes-avinguda-pompeu-fabra-3-en-el-municipio-prats-de-lluanes
barcelona,sant-lloren-dhortons,URB. VINYA DEL POLLASTRE,REPSOL,"CARRETERA B-224 KM. 20,8",L-V: 06:00-22:00; S-D: 07:00-22:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-repsol-carretera-b-224-km.-208-en-el-municipio-sant-lloren-dhortons
barcelona,gurb,GURB,MOEVE,"CARRETERA C-25 (MRG.DCHO.) KM. 174,6",L-D: 06:00-22:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-moeve-carretera-c-25-mrg.dcho.-km.-1746-en-el-municipio-gurb
barcelona,gurb,GURB,MOEVE,"CARRETERA C-25 (MRG.IZDO.) KM. 174,6",L-D: 06:00-22:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-moeve-carretera-c-25-mrg.izdo.-km.-1746-en-el-municipio-gurb
barcelona,vallromanes,VALLROMANES,BP COMERCIAL VALLROMANAS,"CARRETERA C5502 KM. 7,4",L-V: 08:00-16:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-bp-comercial-vallromanas-carretera-c5502-km.-74-en-el-municipio-vallromanes
barcelona,sant-pere-de-torello,SANT PERE DE TORELLO,SHELL,"AVINGUDA JOAN MARAGALL, S/N",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-shell-avinguda-joan-maragall-sn-en-el-municipio-sant-pere-de-torello
barcelona,calldetenes,CALLDETENES,REPSOL,"CR N-141D, 3,3",L-D: 06:00-22:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-repsol-cr-n-141d-33-en-el-municipio-calldetenes
barcelona,sant-pere-de-riudebitlles,SANT PERE DE RIUDEBITLLES,NINGUNO,"CALLE CARRETERA (LA), 162",L-D: 06:00-22:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-ninguno-calle-carretera-la-162-en-el-municipio-sant-pere-de-riudebitlles
barcelona,castellterol,CASTELLTERÇOL,PORBOL,C-59 km 32,L-D: 06:00-22:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-porbol-c-59-km-32-en-el-municipio-castellterol
barcelona,avinyo,AVINYO,E.S. AVINYÓ -CEPSA-,"CALLE ANTONI PONT (B-431, PK 53), S/N",L-S: 06:00-22:00; D: 07:00-22:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-e.s.--avinyo----cepsa--calle-antoni-pont--b-431-pk-53-sn-en-el-municipio-avinyo
barcelona,castellet-i-la-gornal,CASTELLET I LA GORNAL,GM FUEL STATIONS,"CARRETERA NACIONAL 340 KM. 1196,525",L-V: 06:00-23:00; S-D: 07:00-23:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-gm-fuel-stations-carretera-nacional-340-km.-1196525-en-el-municipio-castellet-i-la-gornal
barcelona,pobla-de-claramunt-la,POBLA DE CLARAMUNT (LA),CAMPSA,"AVENIDA CATALUÑA, 1",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-campsa-avenida-catalua-1-en-el-municipio-pobla-de-claramunt-la
barcelona,sant-quirze-de-besora,SANT QUIRZE DE BESORA,NADA,C-17 km 81.20000,L-D: 06:00-22:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-nada--c-17-km-81.20000-en-el-municipio-sant-quirze-de-besora
barcelona,granada-la,GRANADA (LA),REPSOL,"CARRETERA VILAFRANCA A SANT SADURNI D'ANOIA KM. 7,5",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-repsol-carretera-vilafranca-a-sant-sadurni-danoia-km.-75-en-el-municipio-granada-la
barcelona,granada-la,GRANADA (LA),REPSOL,"CARRETERA C-243 KM. 7,5",L-D: 06:00-22:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-repsol-carretera-c-243-km.-75-en-el-municipio-granada-la
barcelona,bruc-el,BRUC (EL),REPSOL,CARRETERA A-2 KM. 567,L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-repsol-carretera-a-2-km.-567-en-el-municipio-bruc-el
barcelona,bruc-el,BRUC (EL),REPSOL,AUTOVIA A-2 KM. 567,L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-repsol-autovia-a-2-km.-567-en-el-municipio-bruc-el
barcelona,bruc-el,BRUC (EL),GALP,AUTOVIA A-2 KM. 573,L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-galp-autovia-a-2-km.-573-en-el-municipio-bruc-el
barcelona,sant-vicen-de-torello,SANT VICENÇ DE TORELLO,PETROVOLTREGÀ,"AVINGUDA DEL CASTELL, 4",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-petrovoltrega-avinguda-del-castell-4-en-el-municipio-sant-vicen-de-torello
barcelona,castellgali,CASTELLGALI,BONAREA,"CALLE MONTSERRAT ROIG, 18",L-D: 00:00-23:59,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-bonarea-calle-montserrat-roig-18-en-el-municipio-castellgali
barcelona,fogars-de-la-selva,FOGARS DE LA SELVA,MOEVE,"CARRETERA BV-5122 KM. 5,1",L-D: 06:00-22:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-moeve-carretera-bv-5122-km.-51-en-el-municipio-fogars-de-la-selva
barcelona,gualba,GUALBA DE BAIX,BP GUALBA,"CALLE RIERA DE GUALBA, 1",L-D: 06:00-22:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-bp-gualba-calle-riera-de-gualba-1-en-el-municipio-gualba
barcelona,sant-iscle-de-vallalta,SANT ISCLE DE VALLALTA,CARBURANTS SANT ISCLE,"POLIGONO EL MOLI, S/N (BV-5128 km 22,6)",L: 07:00-21:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-carburants-sant-iscle-poligono-el-moli-sn-bv-5128-km-226-en-el-municipio-sant-iscle-de-vallalta
barcelona,pla-del-penedes-el,PLA DEL PENEDES (EL),MEROIL,"CARRETERA C-15 KM. 21,5",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-meroil-carretera-c-15-km.-215-en-el-municipio-pla-del-penedes-el
barcelona,cercs,CERCS,PETROMIRALLES,"CARRETERA COMARCAL C-16 KM. 105,5",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-petromiralles-carretera-comarcal-c-16-km.-1055-en-el-municipio-cercs
barcelona,cercs,CERCS,PETROMIRALLES,CARRETERA COMARCAL C-16 KM. 105,L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-petromiralles-carretera-comarcal-c-16-km.-105-en-el-municipio-cercs
barcelona,olost,OLOST,PETRONOR,CARRETERA C-154 DE VIC A BERGA KM. 20,L-S: 07:00-21:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-petronor-carretera-c-154-de-vic-a-berga-km.-20-en-el-municipio-olost
barcelona,pobla-de-lillet-la,POBLA DE LILLET (LA),REPSOL,CARRETERA B-402 KM. 10,L-D: 07:00-21:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-repsol-carretera-b-402-km.-10-en-el-municipio-pobla-de-lillet-la
barcelona,sant-cugat-sesgarrigues,SANT CUGAT SESGARRIGUES,BONAREA,"CARRETERA N-340 KM. 1215,500",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-bonarea-carretera-n-340-km.-1215500-en-el-municipio-sant-cugat-sesgarrigues
barcelona,sant-cugat-sesgarrigues,SANT CUGAT SESGARRIGUES,SHELL,"N-340 km 1216,35",L-D: 06:00-22:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-shell-n-340-km-121635-en-el-municipio-sant-cugat-sesgarrigues
barcelona,sant-cugat-sesgarrigues,SANT CUGAT SESGARRIGUES,SHELL,"N-340 km 1216,35",L-D: 06:00-22:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-shell-n-340-km-121635-en-el-municipio-sant-cugat-sesgarrigues
barcelona,calders,CALDERS,ES CALDERS,"CARRETERA N-143 TRAMO C (MANRESA A VIC) KM. 18,42",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-es-calders-carretera-n-143-tramo-c-manresa-a-vic-km.-1842-en-el-municipio-calders
barcelona,guardiola-de-bergueda,GUARDIOLA DE BERGUEDA,"ESTACIÓ SERRA CADI, S.L.","CARRETERA C-16 KM. 113,5",L-D: 06:00-22:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-estacio-serra-cadi-s.l.-carretera-c-16-km.-1135-en-el-municipio-guardiola-de-bergueda
barcelona,pacs-del-penedes,PACS DEL PENEDES,CEPSA,CARRETERA BP-2121 KM. 2,L-D: 06:00-22:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-cepsa-carretera-bp-2121-km.-2-en-el-municipio-pacs-del-penedes
barcelona,jorba,JORBA,BONAREA,AUTOVIA AUTOVIA A-2 KM. 545,L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-bonarea-autovia-autovia-a-2-km.-545-en-el-municipio-jorba
barcelona,jorba,JORBA,REPSOL,AUTOVIA A-2 KM. 543,L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-repsol-autovia-a-2-km.-543-en-el-municipio-jorba
barcelona,jorba,JORBA,REPSOL,AUTOVIA A-2 KM 543 MARGEN DERECHO KM.,L-D: 06:00-22:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-repsol-autovia-a-2-km-543----margen-derecho-km.--en-el-municipio-jorba
barcelona,sant-quirze-safaja,SANT QUIRZE SAFAJA,U.S. SANT QUIRZE SAFAJA -GASOILS ROVIRA AUTOSERVEI-,"CARRETERA C-59 KM. 26,49",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-u.s.-sant-quirze-safaja---gasoils-rovira-autoservei--carretera-c-59-km.-2649-en-el-municipio-sant-quirze-safaja
barcelona,montseny,MONTSENY,BLANCA,"PASSEIG LA FONT, 1",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-blanca-passeig-la-font-1-en-el-municipio-montseny
barcelona,tagamanent,TAGAMANENT,PETROCAT,CARRETERA C-17 KM. 37,L-D: 06:00-22:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-petrocat-carretera-c-17-km.-37-en-el-municipio-tagamanent
barcelona,tagamanent,TAGAMANENT,REPSOL,"CARRETERA C-17 KM. 36,230",L-D: 06:00-22:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-repsol-carretera-c-17-km.-36230-en-el-municipio-tagamanent
barcelona,saldes,SALDES,REPSOL,"CARRETERA B-400 KM. 14,8",L-D: 06:00-22:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-repsol-carretera-b-400-km.-148-en-el-municipio-saldes
barcelona,malla,MALLA,ESCLATOIL,HIPER ESCLAT. CTRA. C-17 km 55,L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-esclatoil-hiper-esclat.-ctra.-c-17-km-55-en-el-municipio-malla
barcelona,sant-pere-sallavinera,SANT PERE SALLAVINERA,REPSOL,"CARRETERA C-25 KM. 111,52",L-D: 06:00-22:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-repsol-carretera-c-25-km.-11152-en-el-municipio-sant-pere-sallavinera
barcelona,sant-pere-sallavinera,SANT PERE SALLAVINERA,REPSOL,"CARRETERA C-25 KM. 111,52",L-D: 06:00-22:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-repsol-carretera-c-25-km.-11152-en-el-municipio-sant-pere-sallavinera
barcelona,montmaneu,MONTMANEU,LA PANADELLA,CARRETERA NACIONAL II KM. 532,L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-la-panadella-carretera-nacional-ii-km.-532-en-el-municipio-montmaneu
barcelona,montmaneu,MONTMANEU,LA PANADELLA,CARRETERA NACIONAL II KM. 532,L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-la-panadella-carretera-nacional-ii-km.-532-en-el-municipio-montmaneu
barcelona,santa-maria-de-miralles,SANTA MARIA DE MIRALLES,PETROMIRALLES,"CARRETERA C-37 KM. 48,500",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-petromiralles-carretera-c-37-km.-48500-en-el-municipio-santa-maria-de-miralles
barcelona,sant-marti-dalbars,SANT MARTI D'ALBARS,E.S. SANT MARTI D'ALBARS,CARRETERA C-62 KM. 13,L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-e.s.-sant-marti-dalbars-carretera-c-62-km.-13-en-el-municipio-sant-marti-dalbars
tarragona,tarragona,TARRAGONA,BP TARRAGONA CITY,"CALLE CTRA VELLA DE VALENCIA, 5",L-D: 06:00-22:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-bp-tarragona-city-calle-ctra-vella-de-valencia-5-en-el-municipio-tarragona
tarragona,tarragona,TARRAGONA,REPSOL,"POLIGONO IND. FRANCOLI, PARCELA 1, 1",L-V: 05:00-21:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-repsol-poligono-ind.-francoli-parcela-1-1-en-el-municipio-tarragona
tarragona,tarragona,TARRAGONA,SHELL,AUTOVIA A-1 TARRAGONA-SALOU KM. 3,L-V: 00:00-23:59,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-shell-autovia-a-1-tarragona-salou-km.-3-en-el-municipio-tarragona
tarragona,tarragona,TARRAGONA,OIL PRIX,"CALLE EIX TRANSVERSAL S/N, S/N",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-oil-prix-calle-eix-transversal-sn-sn-en-el-municipio-tarragona
tarragona,tarragona,CANONJA (LA),SHELL,CARRETERA NACIONAL 340 KM. 1156,L-D: 06:00-22:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-shell-carretera-nacional-340-km.-1156-en-el-municipio-tarragona
tarragona,tarragona,CANONJA (LA),ICOR ENERGIA,"CARRER VILA SECA, 14",L: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-icor-energia-carrer-vila-seca-14-en-el-municipio-tarragona
tarragona,tarragona,TARRAGONA,TAMOIL,"AUTOVIA AP-01 KM. 0,450",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-tamoil-autovia-ap-01-km.-0450-en-el-municipio-tarragona
tarragona,tarragona,TARRAGONA,BALLENOIL,"CALLE FRANCOLI, 75",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-ballenoil-calle-francoli-75-en-el-municipio-tarragona
tarragona,tarragona,CAMPSA,GM OIL,CARRETERA ANTIGUA DE VALENCIA 8 KM. 8,L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-gm-oil-carretera-antigua-de-valencia-8-km.-8-en-el-municipio-tarragona
tarragona,tarragona,TARRAGONA,VILALTA,"CALLE MUELLE CASTILLA, S/N",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-vilalta-calle-muelle-castilla-sn-en-el-municipio-tarragona
tarragona,tarragona,TARRAGONA,REPSOL,CARRETERA N-340 VALENCIA - BARCELOMA KM. 1167,L-D: 06:00-22:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-repsol-carretera-n-340-valencia---barceloma-km.-1167-en-el-municipio-tarragona
tarragona,tarragona,TARRAGONA,REPSOL,"CR N-340, 1165",L-D: 05:00-23:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-repsol-cr-n-340-1165-en-el-municipio-tarragona
tarragona,tarragona,TARRAGONA,REPSOL,"CALLE TORRES JORDI (DE), 1",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-repsol-calle-torres-jordi-de-1-en-el-municipio-tarragona
tarragona,tarragona,TARRAGONA,MOEVE,CARRETERA N-340 KM. 1168,L-D: 07:00-22:30,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-moeve-carretera-n-340-km.-1168-en-el-municipio-tarragona
tarragona,tarragona,SANT PERE I SANT PAU,BP,"BLOQUE SAN JORDI, S/N",L-V: 08:00-20:00; S-D: 09:00-19:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-bp-bloque-san-jordi-sn-en-el-municipio-tarragona
tarragona,tarragona,TARRAGONA,REPSOL,"CR N-340, 1159.5",L-D: 06:00-22:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-repsol-cr-n-340-1159.5-en-el-municipio-tarragona
tarragona,tarragona,TARRAGONA,CONFORT AUTO,"CALLE COURE (DEL), 7",L-V: 08:30-19:30; S: 08:30-13:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-confort-auto-calle-coure-del-7-en-el-municipio-tarragona
tarragona,tarragona,TARRAGONA,CARREFOUR,AUTOVIA DE REUS KM. 4,L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-carrefour-autovia-de-reus-km.-4-en-el-municipio-tarragona
tarragona,tarragona,TARRAGONA,EXOIL,"CALLE COURE DEL EN TORREFORTA, 9",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-exoil-calle-coure-del--en--torreforta-9-en-el-municipio-tarragona
tarragona,tarragona,TARRAGONA,BIONET,"POL. INDUSTRIAL RIU-CLAR, C/ SOFRE Nº 3",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-bionet-pol.-industrial-riu-clar-c-sofre-n-3-en-el-municipio-tarragona
tarragona,tarragona,TARRAGONA,BONAREA,"POLIGONO INDUSTRIAL FRANCOLI, 4",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-bonarea-poligono-industrial-francoli-4-en-el-municipio-tarragona
tarragona,tarragona,TARRAGONA,REPSOL,"CR N-340, 1160",L-D: 06:00-22:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-repsol-cr-n-340-1160-en-el-municipio-tarragona
tarragona,tarragona,TARRAGONA,REPSOL,"CARRER DEL COURE, 2",L-V: 06:00-21:00; S: 07:00-21:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-repsol-carrer-del-coure-2-en-el-municipio-tarragona
tarragona,tarragona,TARRAGONA,CEPSA,"CARRER VIA AUGUSTA, 2",L-D: 07:00-22:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-cepsa-carrer-via-augusta-2-en-el-municipio-tarragona
tarragona,tarragona,TARRAGONA,BENZOIL,"CALLE B-PP9, 2",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-benzoil-calle-b-pp9-2-en-el-municipio-tarragona
