provincia,municipi,poblacio,marca,direccio,horari,gasoleo_a,gasolina_95,url
barcelona,molins-de-rei,MOLINS DE REI,PETROLIS DE BARCELONA,"CALLE RIERA CAN PAHISSA, 7,11",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-petrolis-de-barcelona-calle-riera-can-pahissa-711-en-el-municipio-molins-de-rei
barcelona,molins-de-rei,MOLINS DE REI,AUTONETOIL,"CALLE HORTA, 14",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-autonetoil-calle-horta-14-en-el-municipio-molins-de-rei
barcelona,molins-de-rei,MOLINS DE REI,AUTONETOIL,"CARRER EL PLA, 3",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-autonetoil-carrer-el-pla-3-en-el-municipio-molins-de-rei
barcelona,molins-de-rei,MOLINS DE REI,GALP,"A-2 km 8,000",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-galp-a-2-km-8000-en-el-municipio-molins-de-rei
barcelona,olesa-de-montserrat,OLESA DE MONTSERRAT,ESCLATOIL,"CALLE JACINT VERDAGUER, 35",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-esclatoil-calle-jacint-verdaguer-35-en-el-municipio-olesa-de-montserrat
barcelona,olesa-de-montserrat,OLESA DE MONTSERRAT,REPSOL,"CARRETERA C-55 KM. 6,39",L-D: 06:00-22:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-repsol-carretera-c-55-km.-639-en-el-municipio-olesa-de-montserrat
barcelona,olesa-de-montserrat,OLESA DE MONTSERRAT,GALP,"CALLE COLON, S/N",L-D: 06:00-22:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-galp-calle-colon-sn-en-el-municipio-olesa-de-montserrat
barcelona,olesa-de-montserrat,OLESA DE MONTSERRAT,NIEVES,"CALLE VAPOR CREMAT DEL, 13",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-nieves-calle-vapor-cremat-del-13-en-el-municipio-olesa-de-montserrat
barcelona,olesa-de-montserrat,OLESA DE MONTSERRAT,NIEVES,"AVINGUDA FRANCESC MACIA ESQ. CTRA. MARTORELL - ILLA 2, S/N",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-nieves-avinguda-francesc-macia-esq.-ctra.-martorell---illa-2-sn-en-el-municipio-olesa-de-montserrat
barcelona,olesa-de-montserrat,OLESA DE MONTSERRAT,BONAREA,"POLIGONO CAMI LA FLORA-FOU PARC, 15",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-bonarea-poligono-cami-la-flora-fou-parc-15-en-el-municipio-olesa-de-montserrat
barcelona,castellar-del-valles,AIRESOL,SHELL,"CL OSONA, 1-3",L-V: 09:00-13:00 y 15:00-18:00; S: 09:00-13:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-shell-cl-osona-1-3-en-el-municipio-castellar-del-valles
barcelona,castellar-del-valles,CASTELLAR DEL VALLES,PETROPRIX,"CALLE PRIORAT, 30",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-petroprix-calle-priorat-30-en-el-municipio-castellar-del-valles
barcelona,castellar-del-valles,CASTELLAR DEL VALLES,REPSOL,"CARRETERA B-124 KM. 5,3",L-D: 06:00-22:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-repsol-carretera-b-124-km.-53-en-el-municipio-castellar-del-valles
barcelona,castellar-del-valles,CASTELLAR DEL VALLES,PETROEIGHT,"CALLE TERRA ALTA, 47",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-petroeight-calle-terra-alta-47-en-el-municipio-castellar-del-valles
barcelona,castellar-del-valles,CASTELLAR DEL VALLES,BP,"CARRETERA DE SABADELLA A CASTELLAR DEL VALLES KM. 6,400",L-D: 06:00-00:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-bp-carretera-de-sabadella-a-castellar-del-valles-km.-6400-en-el-municipio-castellar-del-valles
barcelona,castellar-del-valles,CASTELLAR DEL VALLES,BP TRUYOLS,CARRETERA SABADELL A PRAT LLUÇANES KM. 7,L-D: 06:00-23:59,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-bp-truyols-carretera-sabadell-a-prat-lluanes-km.-7-en-el-municipio-castellar-del-valles
barcelona,castellar-del-valles,CASTELLAR DEL VALLES,REPSOL,"CARRETERA B-124 KM. 5,4",L-D: 06:00-22:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-repsol-carretera-b-124-km.-54-en-el-municipio-castellar-del-valles
barcelona,castellar-del-valles,CASTELLAR DEL VALLES,NUROIL,"CARRER DE LA SEGARRA, 4",L: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-nuroil-carrer-de-la-segarra-4-en-el-municipio-castellar-del-valles
barcelona,masnou-el,MASNOU (EL),MEROIL,"AVDA. DEL MARESME, S/N",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-meroil-avda.-del-maresme-sn-en-el-municipio-masnou-el
barcelona,masnou-el,MASNOU (EL),REPSOL,"CARRETERA N-II KM. 635,5",L-D: 06:00-22:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-repsol-carretera-n-ii-km.-6355-en-el-municipio-masnou-el
barcelona,masnou-el,MASNOU (EL),Q8,"CARRETERA CRTA.N II, KM 635, POL.IND. VORAMAR KM.",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-q8-carretera-crta.n-ii-km-635-pol.ind.-voramar-km.--en-el-municipio-masnou-el
barcelona,esparreguera,ESPARREGUERA,BP PARADA LA CREU,"AVENIDA FRANCISCO MARIMON, 121",L-D: 06:00-22:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-bp-parada-la-creu-avenida-francisco-marimon-121-en-el-municipio-esparreguera
barcelona,esparreguera,ESPARREGUERA,REPSOL,"CR A-2, 581,5",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-repsol-cr-a-2-5815-en-el-municipio-esparreguera
barcelona,esparreguera,ESPARREGUERA,NIEVES,"CALLE TRES RIERES, S/N. NAVE 9, 9",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-nieves-calle-tres-rieres-sn.-nave-9-9-en-el-municipio-esparreguera
barcelona,esparreguera,ESPARREGUERA,ANEU OIL,"CALLE FARGA, 17",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-aneu-oil-calle-farga-17-en-el-municipio-esparreguera
barcelona,vilassar-de-mar,VILASSAR DE MAR,"BENZINERA "" 38 ""","POL.IND.""ELS.GARROFERS"", 38",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-benzinera---38--pol.ind.els.garrofers-38-en-el-municipio-vilassar-de-mar
barcelona,vilassar-de-mar,VILASSAR DE MAR,BP PLANAMAR,"CARRETERA NACIONAL II KM. 639,5",L-D: 06:00-22:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-bp-planamar-carretera-nacional-ii-km.-6395-en-el-municipio-vilassar-de-mar
barcelona,manlleu,MANLLEU,ESCLATOIL,CARRETERA MANLLEU TORELLO KM. 1,L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-esclatoil-carretera-manlleu-torello-km.-1-en-el-municipio-manlleu
barcelona,manlleu,MANLLEU,FEIXAS AULET,"CALLE FRANCESC PUGET MONTFORT, 2",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-feixas-aulet-calle-francesc-puget-montfort-2-en-el-municipio-manlleu
barcelona,sant-quirze-del-valles,POBLE SEC,ALCAMPO,"PASEO DE LA BOBILA, 4",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-alcampo-paseo-de-la-bobila-4-en-el-municipio-sant-quirze-del-valles
barcelona,sant-quirze-del-valles,SANT QUIRZE DEL VALLES,PETROPRIX,"CARRETERA BP-1503 KM. 20,270",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-petroprix-carretera-bp-1503-km.-20270-en-el-municipio-sant-quirze-del-valles
barcelona,sant-quirze-del-valles,VALLES PARC,REPSOL,"RONDA ARRAONA, SN",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-repsol-ronda-arraona-sn-en-el-municipio-sant-quirze-del-valles
barcelona,sant-quirze-del-valles,SANT QUIRZE DEL VALLES,WENCES,"CALLE MALLORCA, 43/47",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-wences-calle-mallorca-4347-en-el-municipio-sant-quirze-del-valles
barcelona,franqueses-del-valles-les,FRANQUESES DEL VALLES (LES),GASUIR,"CALLE VALLES, 1",L-D: 05:00-23:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-gasuir-calle-valles-1-en-el-municipio-franqueses-del-valles-les
barcelona,franqueses-del-valles-les,FRANQUESES DEL VALLES (LES),BONOIL,"CALLE FRANÇA, 42",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-bonoil-calle-frana-42-en-el-municipio-franqueses-del-valles-les
barcelona,franqueses-del-valles-les,FRANQUESES DEL VALLES (LES),E.SERVEIS TG,"CARRER ALEMANYA, 32",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-e.serveis-tg-carrer-alemanya-32-en-el-municipio-franqueses-del-valles-les
barcelona,franqueses-del-valles-les,FRANQUESES DEL VALLES (LES),GALP,"CARRETERA C-35 KM. 2,8",L-V: 05:00-22:00; S-D: 06:00-22:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-galp--carretera-c-35-km.-28-en-el-municipio-franqueses-del-valles-les
barcelona,franqueses-del-valles-les,FRANQUESES DEL VALLES (LES),REPSOL,"CR N-152, 33",L-D: 06:00-22:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-repsol-cr-n-152-33-en-el-municipio-franqueses-del-valles-les
barcelona,franqueses-del-valles-les,BELLAVISTA,XPO TRANSPORT SOLUTIONS SPAIN SL,"POLIGONO INDUSTRIAL PLÁ DE LLERONA C/ ITALIA, 12",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-xpo-transport-solutions-spain-sl-poligono-industrial-pla-de-llerona-c-italia-12-en-el-municipio-franqueses-del-valles-les
barcelona,franqueses-del-valles-les,FRANQUESES DEL VALLES (LES),TOTAL,"CALLE ANTIC DE VIC, S",L: 06:00-23:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-total-calle-antic-de-vic-s-en-el-municipio-franqueses-del-valles-les
barcelona,parets-del-valles,PARETS DEL VALLES,REPSOL,"CARRETERA C-17 KM. 14,000",L-D: 06:00-22:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-repsol-carretera-c-17-km.-14000-en-el-municipio-parets-del-valles
barcelona,parets-del-valles,PARETS DEL VALLES,BONAREA,"CALLE CAN GURRI, S/N",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-bonarea-calle-can-gurri-sn-en-el-municipio-parets-del-valles
barcelona,parets-del-valles,PARETS DEL VALLES,MOEVE,AUTOVIA C-17 KM. 18,L-D: 06:00-22:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-moeve-autovia-c-17-km.-18-en-el-municipio-parets-del-valles
barcelona,parets-del-valles,PARETS DEL VALLES,NIEVES PARETS LLEVANTPARK,"C/ TENES, 1",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-nieves-parets-llevantpark-c-tenes-1-en-el-municipio-parets-del-valles
barcelona,parets-del-valles,PARETS DEL VALLES,SHELL,"AVINGUDA CATALUNYA, 111",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-shell-avinguda-catalunya-111-en-el-municipio-parets-del-valles
barcelona,malgrat-de-mar,MALGRAT DE MAR,CEPSA,"AVENIDA COSTA BRAVA, 163",L-D: 06:00-22:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-cepsa-avenida-costa-brava-163-en-el-municipio-malgrat-de-mar
barcelona,malgrat-de-mar,MALGRAT DE MAR,BALLENOIL,"AVINGUDA FRANCESC SANLLEHI I BOSCH, 11",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-ballenoil-avinguda-francesc-sanllehi-i-bosch-11-en-el-municipio-malgrat-de-mar
barcelona,malgrat-de-mar,MALGRAT DE MAR,BALLENOIL,"CARRETERA N-II KM. 674,2",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-ballenoil-carretera-n-ii-km.-6742-en-el-municipio-malgrat-de-mar
barcelona,malgrat-de-mar,MALGRAT DE MAR,BALLENOIL,"CARRETERA N-II KM. 674,2",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-ballenoil-carretera-n-ii-km.-6742-en-el-municipio-malgrat-de-mar
barcelona,malgrat-de-mar,MALGRAT DE MAR,COOPERATIVA MALGRAT,"CAMI DEL PLA, S/N,",L-V: 09:00-13:00 y 15:00-19:00; S: 09:00-13:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-cooperativa-malgrat-cami-del-pla-sn--en-el-municipio-malgrat-de-mar
barcelona,calella,CALELLA,REPSOL,"CR N-2, 667",L-D: 06:00-22:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-repsol-cr-n-2-667-en-el-municipio-calella
barcelona,cardedeu,CARDEDEU,REPSOL,"CARRETERA C-251 KM. 5,5",L-D: 06:00-22:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-repsol-carretera-c-251-km.-55-en-el-municipio-cardedeu
barcelona,cardedeu,CARDEDEU,REPSOL,"CARRETERA C-251 KM. 5,5",L-D: 06:00-22:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-repsol-carretera-c-251-km.-55-en-el-municipio-cardedeu
barcelona,cardedeu,CARDEDEU,BP CARDEDEU,"CALLE PINS ROSES, 2",L-D: 06:00-22:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-bp-cardedeu-calle-pins-roses-2-en-el-municipio-cardedeu
barcelona,cardedeu,CARDEDEU,CARREFOUR,"CARRETERA GRANOLLERS-SANT CELONI, CANT FREDERIC MISTRAL KM. S/N",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-carrefour-carretera-granollers-sant-celoni-cant-frederic-mistral-km.-sn-en-el-municipio-cardedeu
barcelona,sant-celoni,SANT CELONI,BP MONTSENY,"CARRETERA C-35 KM. 57,3",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-bp-montseny-carretera-c-35-km.-573-en-el-municipio-sant-celoni
barcelona,sant-celoni,SANT CELONI,ESCLATOIL,"CARRETERA C-35 KM. 56,1",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-esclatoil-carretera-c-35-km.-561-en-el-municipio-sant-celoni
barcelona,sant-celoni,SANT CELONI,REPSOL,"CARRETERA C-35 KM. 55,100",L-D: 05:00-23:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-repsol-carretera-c-35-km.-55100-en-el-municipio-sant-celoni
barcelona,sant-celoni,BATLLORIA (LA),REPSOL,"CARRETERA COMARCAL 251 KM. 26,300",L-D: 05:00-23:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-repsol-carretera-comarcal-251-km.-26300-en-el-municipio-sant-celoni
barcelona,caldes-de-montbui,CALDES DE MONTBUI,GASUIR,CARRETERA 1415 KM. 1925,L-D: 05:00-23:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-gasuir-carretera-1415-km.-1925-en-el-municipio-caldes-de-montbui
barcelona,caldes-de-montbui,CALDES DE MONTBUI,REPSOL,"CARRETERA C-59 KM. 16,59",L-D: 06:00-22:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-repsol-carretera-c-59-km.-1659-en-el-municipio-caldes-de-montbui
barcelona,caldes-de-montbui,CALDES DE MONTBUI,REPSOL,"CALLE PI Y MARGALL, 118",L-D: 06:00-22:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-repsol-calle-pi-y-margall-118-en-el-municipio-caldes-de-montbui
barcelona,caldes-de-montbui,CALDES DE MONTBUI,U.S. CALDES - GAS-OILS ROVIRA-,"AVENIDA PI I MARGALL, 171",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-u.s.-caldes---gas-oils-rovira--avenida-pi-i-margall-171-en-el-municipio-caldes-de-montbui
barcelona,sant-just-desvern,SANT JUST DESVERN,BRIGHT SERVICE,"CALLE CARRETERA REIAL, 62",L-D: 06:00-22:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-bright-service-calle-carretera-reial-62-en-el-municipio-sant-just-desvern
barcelona,sant-just-desvern,SANT JUST DESVERN,ESCLATOIL,"AVENIDA LLUIS COMPANYS, S/N",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-esclatoil-avenida-lluis-companys-sn-en-el-municipio-sant-just-desvern
barcelona,sant-just-desvern,SANT JUST DESVERN,REPSOL,"CARRETERA NACIONAL 340 KM. 1249,900",L-S: 06:00-22:00; D: 07:00-22:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-repsol-carretera-nacional-340-km.-1249900-en-el-municipio-sant-just-desvern
barcelona,tordera,TORDERA,CEPSA,CARRETERA NACIONAL II KM. 684,L-D: 06:00-21:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-cepsa-carretera-nacional-ii-km.-684-en-el-municipio-tordera
barcelona,tordera,TORDERA,LA FARINERA,CARRETERA CTRA GI-512 KM. 1,L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-la-farinera-carretera-ctra-gi-512-km.-1-en-el-municipio-tordera
barcelona,tordera,TORDERA,CEPSA,"AUTOVIA A-2 KM. 680,9",L-D: 06:00-22:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-cepsa-autovia-a-2-km.-6809-en-el-municipio-tordera
barcelona,berga,BERGA,BALLUS BAIX COST,"CALLE BERNAT SALA (POLIGONO INDUSTRIAL), 62",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-ballus-baix-cost-calle-bernat-sala-poligono-industrial-62-en-el-municipio-berga
barcelona,berga,BERGA,REPSOL,"AVINGUDA CANAL INDUSTRIAL, S/N",L-D: 06:00-22:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-repsol-avinguda-canal-industrial-sn-en-el-municipio-berga
barcelona,berga,BERGA,PETRONOR,"CARRETERA C-149 KM. 43,5",L: 06:00-22:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-petronor-carretera-c-149-km.-435-en-el-municipio-berga
barcelona,berga,BERGA,BP OIL,"PASSEIG DE LA PAU, S/N",L-J: 06:00-01:00; V-S: 24H; D: 06:00-01:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-bp-oil-passeig-de-la-pau-sn-en-el-municipio-berga
barcelona,berga,BERGA,CARREFOUR,CARRETERA CTRA SAN FRUITOS KM. 65,L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-carrefour-carretera-ctra-san-fruitos-km.-65-en-el-municipio-berga
barcelona,montornes-del-valles,MONTORNES NORD,REPSOL,"AVENIDA MOGENT, 3",L-D: 06:00-22:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-repsol-avenida-mogent-3-en-el-municipio-montornes-del-valles
barcelona,montornes-del-valles,MONTORNES NORD,EL SURTIDOR,"CALLE CARLES RIBA, 15",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-el-surtidor-calle-carles-riba-15-en-el-municipio-montornes-del-valles
barcelona,montornes-del-valles,MONTORNES CENTRE,NUROIL,"AVENIDA RIU MOJENT ESQ CARLES RIBA, S/N",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera--nuroil-avenida-riu-mojent-esq-carles-riba-sn-en-el-municipio-montornes-del-valles
barcelona,canovelles,CANOVELLES,REPSOL,"CALLE INDUSTRIA, 104",L-S: 06:00-22:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-repsol-calle-industria-104-en-el-municipio-canovelles
barcelona,canovelles,CANOVELLES,PETRO VALLES,"CALLE JUAN DE LA CIERVA, 2",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-petro-valles-calle-juan-de-la-cierva-2-en-el-municipio-canovelles
barcelona,canovelles,CANOVELLES,ESCLATOIL,"AVENIDA CANOVELLES, 112",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-esclatoil--avenida-canovelles-112-en-el-municipio-canovelles
barcelona,garriga-la,GARRIGA (LA),REPSOL,"CALLE VULCA, 11",L-D: 05:30-23:30,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-repsol-calle-vulca-11-en-el-municipio-garriga-la
barcelona,garriga-la,GARRIGA (LA),GASOIL 3B,"CARRER RIPOLLES, 4",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-gasoil-3b-carrer-ripolles-4-en-el-municipio-garriga-la
barcelona,garriga-la,GARRIGA (LA),REPSOL,"CL CRTA. NUEVA, 37 (N-152 km 37,3)",L: 06:00-22:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-repsol-cl-crta.-nueva-37-n-152-km-373-en-el-municipio-garriga-la
barcelona,garriga-la,GARRIGA (LA),GASUIR,CARRETERA C -17 KM. 3027,L-D: 05:00-23:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-gasuir-carretera-c--17-km.-3027-en-el-municipio-garriga-la
barcelona,garriga-la,GARRIGA (LA),SHELL,"CALLE DELS SATÈL.LITS, 33",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-shell-calle-dels-satel.lits-33-en-el-municipio-garriga-la
barcelona,garriga-la,GARRIGA (LA),BENZINERA LA GARRIGA,"CARRETERA C-17 KM. 32,2",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-benzinera-la-garriga-carretera-c-17-km.-322-en-el-municipio-garriga-la
barcelona,arenys-de-mar,ARENYS DE MAR,P FUEL EXPRESS,"POLIGONO VALLDEGATA DRAPER UASU 2-1,",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-p-fuel-express-poligono-valldegata-draper-uasu-2-1--en-el-municipio-arenys-de-mar
barcelona,arenys-de-mar,ARENYS DE MAR,PETROMARESWAGEN,CARRETERA NACIONAL II JUNQUERA KM. 656,L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-petromareswagen-carretera-nacional-ii-junquera-km.-656-en-el-municipio-arenys-de-mar
barcelona,arenys-de-mar,ARENYS DE MAR,BP ARENYS DE MAR,"CR RA-2 KM 655,9",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-bp-arenys-de-mar-cr-ra-2-km--6559-en-el-municipio-arenys-de-mar
barcelona,piera,PIERA,ESCLATOIL,"AVENIDA AVINGUDA IGUALADA, 97",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-esclatoil-avenida-avinguda-igualada-97-en-el-municipio-piera
barcelona,piera,PIERA,GASOILS CARRERAS DE PIERA S.L.,"AVDA. CTRA. IGUALADA, 119",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-gasoils-carreras-de-piera-s.l.-avda.-ctra.-igualada-119-en-el-municipio-piera
barcelona,piera,PIERA,NIEVES,"CARRETERA B-224 DE MARTORELL A CAPELLADES KM. 9,6",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-nieves-carretera-b-224-de-martorell-a-capellades-km.-96-en-el-municipio-piera
barcelona,llia-damunt,LLIÇA D'AMUNT,ESCLATOIL,"AVENIDA PAÏSOS CATALANS, 17",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-esclatoil-avenida-pasos-catalans-17-en-el-municipio-llia-damunt
barcelona,llia-damunt,LLIÇA D'AMUNT,GASUIR,CARRETERA BV 1432 KM. 2300,L-D: 05:00-23:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-gasuir-carretera-bv-1432-km.-2300-en-el-municipio-llia-damunt
barcelona,llia-damunt,LLIÇA D'AMUNT,GASUIR,"CARRETERA BV1435 KM. 8,7",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-gasuir-carretera-bv1435-km.-87-en-el-municipio-llia-damunt
barcelona,llia-damunt,LLIÇA D'AMUNT,GASUIR,"BV-1432 km 2,3",L-D: 05:00-23:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-gasuir-bv-1432-km-23-en-el-municipio-llia-damunt
barcelona,llia-damunt,LLIÇA D'AMUNT,MOEVE,"AUTOVIA C-17 KM 20,5 KM. 20,5",L-S: 06:00-21:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-moeve-autovia-c-17-km-205-km.-205-en-el-municipio-llia-damunt
